property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,pareena coban residences,sector 99a,1.1,8040.93567251462,2.0,2.0,3,9.0,New Property,1368.0,1,0,0,0,0,0,88
flat,emaar digihomes,sector 62,2.45,20416.666666666668,2.0,2.0,2,7.0,New Property,1200.0,1,0,0,0,0,1,174
flat,paras dews,sector 106,1.25,10539.629005059021,3.0,4.0,3+,7.0,Relatively New,1186.0,1,1,0,0,0,0,167
flat,m3m woodshire,sector 107,1.15,8977.36143637783,2.0,2.0,3,0.0,Relatively New,1281.0,1,0,0,0,0,0,29
flat,signature global synera,sector 81,0.48,7830.342577487765,2.0,2.0,1,7.0,Relatively New,613.0,0,0,0,0,0,2,70
flat,breez global heights,sector 36,0.24,5240.174672489083,1.0,1.0,1,8.0,New Property,458.0,0,0,0,0,0,0,57
flat,signature global solera,sector 107,0.5,10121.457489878543,2.0,2.0,1,11.0,Relatively New,494.0,0,0,0,0,0,0,55
flat,ild grand,sector 37c,1.2,7285.974499089253,3.0,3.0,3,7.0,Under Construction,1647.0,0,0,0,0,0,0,24
flat,siddhartha apartment,sector 95,1.1,3895.184135977337,4.0,3.0,3,9.0,Relatively New,2824.0,0,1,0,0,1,0,22
flat,laxmi pareena,sector 99a,0.3,6000.0,2.0,1.0,0,12.0,Relatively New,500.0,0,0,0,0,0,0,0
house,independent,sector 26,18.25,16425.164251642516,7.0,9.0,3+,4.0,Relatively New,11111.0,1,1,1,1,0,2,77
house,unitech palms south city 1,sector 41,9.35,12466.666666666666,10.0,10.0,3+,4.0,Moderately Old,7500.0,1,1,0,0,0,2,70
flat,signature global park,sohna road,0.78,5803.571428571428,3.0,3.0,3,1.0,Relatively New,1344.0,0,0,0,1,0,0,150
flat,alpha corp gurgaonone,sector 84,1.5,8183.306055646482,3.0,3.0,3,20.0,Relatively New,1833.0,0,1,0,0,0,2,37
flat,imperia the esfera,sector 37c,0.86,5963.9389736477115,2.0,3.0,3,9.0,Relatively New,1442.0,1,0,0,0,1,0,49
flat,ats triumph,sector 104,2.6,8485.639686684073,4.0,4.0,3+,16.0,Relatively New,3064.0,0,1,0,0,0,2,150
flat,smart world gems,sector 89,0.95,11815.92039800995,2.0,2.0,2,1.0,Under Construction,804.0,1,0,0,0,0,0,122
flat,sobha city,sector 108,2.33,13617.767387492695,3.0,3.0,3,17.0,Relatively New,1711.0,0,0,1,0,0,2,159
flat,puri emerald bay,sector 104,2.3,10374.379792512404,3.0,4.0,3+,10.0,Moderately Old,2217.0,0,1,0,0,0,0,101
flat,emaar mgf emerald floors premier,sector 65,2.5,16744.809109176156,3.0,3.0,3,3.0,Relatively New,1493.0,1,1,0,0,0,0,15
flat,birla navya,sector 63a,3.5,25925.925925925927,3.0,3.0,3,1.0,Under Construction,1350.0,0,0,0,0,0,0,38
house,international city by sobha phase 1,sector 109,6.0,9633.911368015415,4.0,5.0,3,2.0,Moderately Old,6228.0,0,0,0,0,0,0,76
flat,m3m skywalk,sector 74,1.47,11475.409836065573,2.0,2.0,3,26.0,New Property,1281.0,0,0,0,0,0,2,31
house,independent,sector 40,9.5,40135.192226446976,12.0,12.0,3+,4.0,New Property,2367.0,0,0,1,0,0,2,57
flat,experion windchants,sector 112,5.31,14860.088488888514,4.0,6.0,3+,15.0,Relatively New,3573.33,0,1,0,1,0,0,72
flat,dlf new town heights,sector 86,1.3,7441.327990841442,3.0,3.0,3,12.0,Moderately Old,1747.0,0,1,0,0,0,2,165
house,independent,sector 4,0.5,9259.25925925926,5.0,3.0,2,3.0,Old Property,540.0,0,0,0,0,0,0,0
flat,the lions cghs,sector 56,2.05,10250.0,4.0,4.0,3,7.0,Relatively New,2000.0,0,1,0,0,1,2,49
flat,signature global city 63a,sector 63a,1.4,10204.081632653062,2.0,2.0,2,3.0,Under Construction,1372.0,0,0,0,0,1,0,0
flat,pioneer araya,sector 62,10.75,21543.08617234469,5.0,7.0,3,10.0,Relatively New,4990.0,0,1,0,0,0,2,153
flat,sunischit apartments,sector 54,1.75,8333.333333333334,3.0,3.0,3+,6.0,Moderately Old,2100.0,0,1,0,0,0,2,126
flat,aipl the peaceful homes,sector 70a,2.55,12750.0,3.0,3.0,3,20.0,New Property,2000.0,0,1,0,1,1,2,150
flat,micasa sec 68,sohna road road,1.5,11021.307861866275,2.0,2.0,3,11.0,New Property,1361.0,0,0,0,0,0,0,44
flat,sapphire eighty three,sector 83,0.65,9285.714285714286,1.0,1.0,0,6.0,Relatively New,700.0,0,0,0,0,0,0,0
house,independent,sector 57,3.5,21604.938271604937,4.0,4.0,3+,3.0,Old Property,1620.0,0,0,1,0,0,2,67
flat,smart world one,dwarka expressway,1.65,5332.902391725921,3.0,4.0,3,6.0,Under Construction,3094.0,0,0,0,0,0,0,0
flat,sobha city,sector 108,2.95,14727.90813779331,3.0,4.0,2,12.0,Relatively New,2003.0,0,0,0,0,0,0,49
house,iffco nagar and 17b rwa,sector 17,2.98,20565.90752242926,6.0,6.0,3+,3.0,Relatively New,1449.0,1,0,0,1,0,0,78
flat,signature global solera,sector 107,0.6,8000.0,3.0,2.0,2,8.0,Relatively New,750.0,0,0,0,0,0,0,55
house,sushant lok 1 builder floors,sector 43,13.0,48148.148148148146,3.0,3.0,3+,4.0,New Property,2700.0,0,0,0,1,0,2,7
flat,silverglades the melia,sohna road,1.01,8530.405405405405,2.0,2.0,3,12.0,Under Construction,1184.0,1,0,0,0,0,0,80
house,independent,sector 38,4.0,21786.49237472767,6.0,6.0,3+,4.0,Old Property,1836.0,1,1,0,1,1,2,137
house,independent,sector 4,1.1,11111.111111111111,6.0,4.0,1,2.0,Moderately Old,990.0,0,0,0,0,0,0,0
house,huda sector-56 gurgaon,sector 56,3.6,24844.72049689441,5.0,5.0,3+,3.0,Moderately Old,1449.0,0,0,0,0,1,0,47
flat,dlf royalton tower,sector 43,6.2,22861.35693215339,4.0,4.0,3+,9.0,Moderately Old,2712.0,0,1,0,0,0,0,7
flat,godrej oasis,sector 88a,1.15,8333.333333333334,2.0,2.0,3,14.0,Relatively New,1380.0,1,0,0,1,0,0,174
house,independent,sector 31,3.69,23699.42196531792,4.0,4.0,2,2.0,Moderately Old,1557.0,1,1,0,1,0,2,75
flat,emaar mgf emerald floors premier,sector 65,3.0,15189.87341772152,4.0,4.0,3+,2.0,Relatively New,1975.0,0,1,0,0,0,0,87
flat,pareena coban residences,sector 99a,1.08,6171.428571428572,3.0,5.0,3,2.0,Relatively New,1750.0,0,1,0,0,1,0,49
flat,ss the leaf,sector 85,1.25,7225.43352601156,2.0,2.0,3,10.0,Relatively New,1730.0,0,0,0,0,0,0,49
flat,ambience creacions,sector 22,1.75,14011.20896717374,2.0,2.0,2,11.0,Under Construction,1249.0,0,0,0,0,0,0,57
flat,mapsko mount ville,sector 79,1.2,10398.613518197573,3.0,3.0,3+,24.0,Relatively New,1154.0,0,0,0,0,0,2,135
flat,parsvnath exotica,sector 53,4.8,19200.0,3.0,4.0,3+,8.0,Relatively New,2500.0,0,1,0,1,1,2,174
flat,bestech park view sanskruti,sector 92,1.5,8630.609896432681,3.0,3.0,3,3.0,Relatively New,1738.0,0,0,0,0,1,0,49
flat,emaar gurgaon greens,sector 102,1.45,11153.846153846154,3.0,3.0,3,8.0,Relatively New,1300.0,0,1,0,0,0,0,49
house,independent,sector 37d,2.5,13157.894736842105,5.0,5.0,3+,2.0,Relatively New,1900.0,0,0,0,0,0,0,0
flat,godrej summit,sector 104,0.85,5276.225946617008,2.0,2.0,3,12.0,Relatively New,1611.0,1,0,0,0,1,0,61
flat,unitech fresco,sector 50,1.82,9945.355191256831,3.0,3.0,3+,14.0,Moderately Old,1830.0,0,0,0,0,1,2,174
flat,smart world one dxp,sector 113,3.45,14662.133446663833,4.0,4.0,3,11.0,Under Construction,2353.0,1,1,0,0,0,0,156
flat,shree vardhman flora,sector 90,0.8,5925.925925925926,2.0,3.0,2,0.0,Relatively New,1350.0,0,0,0,0,0,0,60
house,independent,sector 7,1.16,10526.315789473685,5.0,4.0,2,3.0,Moderately Old,1102.0,0,0,0,0,1,0,39
house,independent,sector 43,8.5,31481.48148148148,5.0,5.0,3,3.0,Moderately Old,2700.0,0,1,0,0,0,2,113
flat,signature global park,sohna road,0.78,5803.571428571428,3.0,3.0,3,3.0,Relatively New,1344.0,0,0,0,1,0,0,150
flat,"new colony, gurgaon",sector 7,0.8,7272.727272727273,3.0,2.0,1,4.0,Relatively New,1100.0,0,0,0,0,0,2,69
flat,microtek greenburg,sector 86,1.25,9335.324869305452,2.0,2.0,3,13.0,Moderately Old,1339.0,1,0,0,0,0,0,6
flat,satya the hermitage,sector 103,0.89,7080.350039777248,2.0,3.0,3,1.0,Relatively New,1257.0,0,1,0,0,0,0,75
house,dlf city plots,sector 26,17.0,37627.268702965914,5.0,6.0,3,2.0,Old Property,4518.0,0,1,1,1,0,2,87
flat,ansal sushant residency,sector 57,1.5,54945.054945054944,3.0,2.0,3+,1.0,Moderately Old,273.0,0,0,0,0,0,0,87
flat,vatika xpressions,sector 88b,1.1,8148.148148148148,2.0,4.0,3+,2.0,Under Construction,1350.0,1,0,0,0,0,0,58
house,independent,sohna road road,6.25,6943.67292523053,3.0,3.0,0,1.0,Moderately Old,9001.0,0,0,0,0,0,0,0
flat,corona optus,sector 37c,1.22,7327.327327327327,3.0,4.0,3,5.0,Relatively New,1665.0,0,0,0,0,0,0,149
flat,ambience creacions,sector 22,2.0,13046.31441617743,2.0,2.0,2,9.0,Relatively New,1533.0,0,0,0,0,0,0,49
flat,bptp terra,sector 37d,1.45,8474.57627118644,3.0,3.0,3,8.0,Relatively New,1711.0,0,0,0,0,0,0,149
flat,pioneer araya,sector 62,9.2,23791.052495474527,4.0,6.0,3,5.0,Relatively New,3867.0,0,1,0,1,0,2,156
flat,emaar palm gardens,sector 83,1.76,11000.0,3.0,3.0,3,5.0,Relatively New,1600.0,0,1,0,0,0,2,174
flat,the center court,sector 88a,2.1,12034.383954154728,4.0,4.0,3,0.0,New Property,1745.0,1,1,0,0,0,0,142
flat,mapsko mount ville,sector 79,1.3,11054.421768707483,3.0,3.0,3,19.0,Relatively New,1176.0,0,0,1,0,0,2,102
flat,bestech park view city,sector 49,2.7,12505.789717461788,3.0,4.0,3+,6.0,Moderately Old,2159.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,0.9,9018.036072144288,2.0,2.0,2,3.0,New Property,998.0,1,0,0,0,1,0,95
flat,tata primanti,sector 72,6.75,16875.0,4.0,4.0,3+,0.0,New Property,4000.0,0,1,0,0,0,2,174
house,independent,sector 57,8.0,266666.6666666667,5.0,4.0,3,2.0,Relatively New,300.0,1,1,0,1,0,0,21
flat,vipul lavanya,sector 81,0.6,7371.007371007371,2.0,2.0,1,0.0,Under Construction,814.0,0,0,0,0,0,0,0
house,dlf city plots,sector 26,18.0,39840.6374501992,6.0,6.0,2,3.0,Old Property,4518.0,0,1,0,1,1,2,49
flat,gls arawali homes,sohna road,0.28,5600.000000000001,2.0,2.0,2,3.0,Relatively New,500.0,0,0,0,0,0,2,42
flat,maa bhagwati residency,sector 7,0.45,4500.0,2.0,2.0,1,4.0,Relatively New,1000.0,0,0,0,0,0,0,28
flat,central park flower valley aqua front towers,sector 33,2.1,12970.969734403952,3.0,3.0,2,6.0,Under Construction,1619.0,0,0,0,0,0,0,24
house,independent,sector 41,9.0,27777.777777777777,8.0,5.0,3+,3.0,Old Property,3240.0,0,1,1,1,0,2,26
flat,signature global park,sohna road,0.95,7846.548133990418,3.0,2.0,3+,1.0,Relatively New,1210.723472,0,0,0,0,0,0,46
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13310.580204778156,3.0,3.0,3,12.0,New Property,1465.0,0,0,1,0,0,0,72
flat,tata primanti,sector 72,3.85,14644.351464435147,4.0,5.0,3+,13.0,Relatively New,2629.0,0,1,0,0,0,2,174
flat,sare petioles,sector 92,1.3,6372.549019607844,4.0,4.0,0,7.0,Relatively New,2040.0,0,0,0,0,0,0,0
flat,emaar mgf palm hills,sector 77,1.25,7759.155803848541,3.0,4.0,3,1.0,Relatively New,1611.0,0,1,0,0,0,2,104
flat,tata primanti,sector 72,3.21,15000.0,3.0,4.0,3+,15.0,Relatively New,2140.0,0,1,0,0,0,2,174
flat,ireo victory valley,sector 67,2.95,13720.93023255814,3.0,3.0,3,10.0,Relatively New,2150.0,0,1,0,0,0,2,174
flat,shri banke bihari society,sector 56,1.35,9310.344827586207,3.0,3.0,3+,4.0,Old Property,1450.0,0,0,0,0,1,2,174
flat,emaar mgf palm hills,sector 77,1.25,9541.984732824427,3.0,4.0,3,3.0,Relatively New,1310.0,1,1,0,0,0,0,49
flat,gls arawali homes,sohna road,0.35,6717.85028790787,2.0,2.0,2,12.0,New Property,521.0,0,0,0,0,0,0,42
house,independent,sector 14,4.6,20444.444444444445,1.0,1.0,0,1.0,Old Property,2250.0,0,0,0,0,0,0,0
flat,supertech hilltown,sector 2,0.8,5555.555555555556,3.0,2.0,3,8.0,Moderately Old,1440.0,0,0,0,0,0,0,0
flat,dlf the primus,sector 82a,1.85,11091.127098321344,3.0,3.0,3+,2.0,Relatively New,1668.0,0,0,0,0,0,2,44
house,independent,sector 3,0.9,8928.57142857143,3.0,1.0,0,1.0,Moderately Old,1008.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,0.72,6366.04774535809,2.0,2.0,3+,12.0,Relatively New,1131.0,1,0,0,0,0,0,152
flat,signature global infinity mall,sector 36,0.41,6269.113149847094,2.0,2.0,3,3.0,New Property,654.0,0,0,0,0,0,0,0
house,independent,sector 17,3.0,10000.0,4.0,4.0,0,1.0,Moderately Old,3000.0,0,0,0,0,0,0,0
flat,dlf new town heights,sector 90,1.75,7090.761750405187,4.0,4.0,3+,17.0,Relatively New,2468.0,0,1,0,1,0,0,88
flat,ss the leaf,sector 85,2.03,9123.595505617976,4.0,4.0,3+,3.0,Relatively New,2225.0,0,0,0,0,1,0,49
flat,om appartments,sector 3 phase 2,0.4,4000.0,3.0,2.0,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,7
flat,the nav manesar apartment,sector 1,0.85,4367.9342240493315,3.0,3.0,3+,5.0,Moderately Old,1946.0,0,1,0,0,0,0,5
flat,pioneer park,sector 61,2.04,12789.968652037618,3.0,3.0,3+,16.0,Moderately Old,1595.0,0,1,0,0,0,2,165
house,ansals palam vihar,sector 2,4.0,16666.666666666668,4.0,4.0,3+,2.0,Moderately Old,2400.0,0,1,0,0,0,0,0
flat,m3m skywalk,sector 74,1.52,12160.0,2.0,2.0,3,6.0,Relatively New,1250.0,0,0,1,0,0,0,174
house,project housing board colony,sector 28,2.58,17695.473251028805,4.0,2.0,2,2.0,Relatively New,1458.0,0,0,0,0,0,0,0
house,independent,sector 7,2.0,100000.0,2.0,2.0,1,2.0,Relatively New,200.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,3.0,17996.40071985603,3.0,3.0,3,20.0,Under Construction,1667.0,0,0,0,0,0,0,60
house,ansals florence villa,sector 57,6.0,22222.222222222223,4.0,5.0,2,2.0,Old Property,2700.0,0,1,0,1,0,2,20
flat,bajrang apartments,sector 6,0.38,4025.423728813559,2.0,2.0,2,1.0,Moderately Old,944.0,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,13736.263736263736,3.0,3.0,3+,1.0,Relatively New,1456.0,0,0,1,0,0,0,139
flat,dlf regal gardens,sector 90,1.3,7647.058823529412,3.0,3.0,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,141
house,unitech uniworld resorts,sector 33,9.55,19292.929292929293,6.0,7.0,3+,2.0,Relatively New,4950.0,1,1,1,1,0,2,126
flat,sare homes,sector 92,0.95,4790.721129601614,4.0,3.0,2,17.0,New Property,1983.0,0,0,0,0,0,0,7
flat,ansal heights 86,sector 86,1.25,8175.277959450621,3.0,2.0,1,11.0,New Property,1529.0,0,0,0,0,0,0,45
house,independent,sector 11,1.35,3857.1428571428573,10.0,6.0,3+,3.0,Old Property,3500.0,0,0,0,0,0,0,0
flat,hero homes,dwarka expressway,1.6,10464.355788096795,3.0,3.0,3,1.0,New Property,1529.0,0,0,0,0,0,0,49
flat,aipl the peaceful homes,sector 70a,2.5,11753.643629525153,3.0,4.0,3,8.0,Relatively New,2127.0,0,1,1,0,0,2,174
flat,emaar palm gardens,sector 83,1.75,11297.611362169142,3.0,3.0,3+,11.0,Relatively New,1549.0,0,1,0,0,0,0,120
flat,raheja maheshwara,sohna road,0.48,4824.120603015075,2.0,2.0,2,11.0,Under Construction,995.0,0,0,0,0,0,0,45
flat,m3m capital,sector 113,2.87,11241.676459067763,4.0,4.0,3+,3.0,Under Construction,2553.0,0,1,0,0,0,0,65
flat,ireo skyon,sector 60,2.15,17200.0,2.0,3.0,2,5.0,Relatively New,1250.0,0,1,0,0,0,2,49
flat,corona optus,sector 37c,1.2,7339.4495412844035,3.0,4.0,3,8.0,Relatively New,1635.0,0,0,0,0,0,0,149
house,ninex city,sector 76,1.75,5625.200900032144,4.0,4.0,0,14.0,New Property,3111.0,0,0,0,0,0,0,0
house,vipul tatvam villa,sector 48,8.2,25308.64197530864,3.0,3.0,2,2.0,Moderately Old,3240.0,1,1,0,1,0,1,160
flat,smart world orchard,sector 61,1.6,12519.561815336463,2.0,2.0,2,4.0,New Property,1278.0,1,0,0,0,1,0,29
flat,kiran residency,sector 56,1.55,8563.53591160221,3.0,3.0,3,5.0,Old Property,1810.0,0,1,0,0,0,2,52
flat,m3m sky lofts,sector 71,0.9,13177.159590043924,1.0,1.0,0,6.0,New Property,683.0,0,0,0,0,0,0,77
flat,pioneer araya,sector 62,7.56,18000.0,4.0,4.0,3+,23.0,Relatively New,4200.0,0,1,0,1,0,2,87
flat,emaar palm gardens,sector 83,1.35,9733.23720259553,3.0,3.0,3,7.0,Relatively New,1387.0,0,1,0,0,0,0,24
flat,afnhb jalvayu vihar,sector 30,0.85,11580.381471389646,2.0,2.0,1,2.0,Old Property,734.0,0,0,0,0,1,2,49
flat,bestech park view residency,sector 2,1.51,8688.147295742232,3.0,4.0,3+,8.0,Moderately Old,1738.0,0,1,0,0,0,0,92
flat,tulip violet,sector 69,1.4,9803.921568627451,3.0,3.0,2,11.0,Relatively New,1428.0,0,0,0,1,0,0,126
flat,dlf new town heights,sector 90,1.9,7698.541329011346,4.0,4.0,3+,7.0,Relatively New,2468.0,0,1,0,1,0,0,88
house,independent,sector 4,0.8,106666.66666666667,5.0,3.0,1,2.0,Moderately Old,75.0,0,0,0,0,0,0,0
flat,godrej summit,sector 104,1.16,5748.26560951437,3.0,4.0,3+,8.0,Relatively New,2018.0,0,1,0,0,0,2,96
flat,m3m golfestate,sector 79,1.4,8997.429305912596,2.0,2.0,2,4.0,Relatively New,1556.0,1,1,1,0,0,1,83
flat,emaar imperial gardens,sector 102,1.85,8222.222222222223,3.0,3.0,3+,0.0,Relatively New,2250.0,0,1,0,0,0,2,95
flat,indiabulls centrum park,sector 103,1.15,10648.148148148148,2.0,2.0,3,10.0,Relatively New,1080.0,1,0,0,0,0,2,174
house,international city by sobha phase 1,sector 109,5.85,26422.764227642278,4.0,5.0,3+,2.0,Relatively New,2214.0,0,1,0,0,0,2,85
flat,parsvnath exotica,sector 53,6.44,20990.873533246417,4.0,4.0,3,7.0,Moderately Old,3068.0,0,1,0,0,0,2,80
flat,ss the leaf,sector 85,1.75,8031.206975676916,3.0,4.0,3,8.0,Relatively New,2179.0,0,1,0,0,0,0,49
house,aindependentt raj estates,sector 63a,8.5,27139.20817369093,6.0,6.0,3+,3.0,Under Construction,3132.0,0,0,1,1,0,0,29
house,independent,sector 25,13.0,45710.26722925457,6.0,8.0,3+,2.0,Relatively New,2844.0,1,1,1,1,0,1,0
flat,vipul lavanya,sector 81,0.6,6000.0,2.0,2.0,1,0.0,Relatively New,1000.0,0,0,0,0,0,0,49
flat,emaar palm premier,sector 77,2.1,13125.0,3.0,4.0,3+,11.0,New Property,1600.0,0,1,0,0,0,2,129
house,birla navya,sector 63a,3.85,13893.9011187297,3.0,3.0,3+,4.0,New Property,2771.0,0,1,0,0,0,2,160
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,16304.347826086956,2.0,2.0,2,10.0,Under Construction,828.0,0,0,0,0,0,0,22
flat,prime habitat,sector 99a,0.26,4255.31914893617,2.0,2.0,1,6.0,Relatively New,611.0,0,0,0,0,1,0,79
flat,dlf the ultima,sector 81,2.3,12405.609492988135,3.0,4.0,3+,18.0,Relatively New,1854.0,0,1,0,0,0,1,174
flat,corona gracieux,sector 76,1.05,6574.827802128992,3.0,3.0,3+,7.0,Relatively New,1597.0,0,0,0,0,0,2,133
flat,4s aradhya homes,sector 67a,1.9,9542.943244600703,4.0,4.0,3,3.0,New Property,1991.0,0,0,0,0,0,2,62
flat,paras dews,sector 106,1.5,9771.98697068404,4.0,6.0,3+,11.0,Relatively New,1535.0,0,1,0,0,0,0,174
flat,dlf new town heights,sector 90,1.25,7773.63184079602,3.0,4.0,3+,0.0,Old Property,1608.0,0,1,0,0,0,1,31
house,eros rosewood villas,sector 49,2.8,15555.555555555555,3.0,3.0,3,2.0,Moderately Old,1800.0,0,0,0,1,0,0,68
flat,bestech park view city,sector 48,1.8,9226.037929267042,3.0,4.0,3,3.0,Moderately Old,1951.0,1,0,0,0,0,2,76
flat,mvn athens,sohna road,0.24,6349.206349206349,1.0,1.0,1,12.0,Relatively New,378.0,0,0,0,0,0,0,66
house,independent,sector 43,2.5,233644.8598130841,7.0,7.0,3,4.0,Relatively New,107.0,0,0,0,0,1,2,20
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,11945.392491467577,3.0,3.0,3,10.0,Relatively New,1465.0,1,1,0,1,1,0,49
flat,brisk lumbini terrace homes,sector 109,1.5,5954.743946010321,3.0,3.0,1,4.0,New Property,2519.0,0,1,0,0,0,0,37
flat,ss the leaf,sector 85,2.13,8192.307692307691,4.0,4.0,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
house,vatika signature villas,sector 82,3.2,14814.814814814816,3.0,4.0,3,1.0,New Property,2160.0,1,1,1,1,0,0,66
flat,trisara our homes 3,sohna road,0.4,4444.444444444444,2.0,2.0,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0
flat,unitech uniworld city,sector 30,3.55,14997.887621461767,3.0,5.0,3+,16.0,Old Property,2367.0,0,1,0,0,0,2,141
flat,cghs airport apartment,sector 47,1.65,8656.873032528856,3.0,3.0,3,1.0,Old Property,1906.0,0,0,0,0,1,2,136
house,vatika the seven lamps,sector 82,1.6,6597.938144329897,4.0,4.0,3+,16.0,Moderately Old,2425.0,0,1,0,0,0,0,94
flat,sare homes,sector 92,0.8,4226.0961436872685,4.0,4.0,3,1.0,Moderately Old,1893.0,0,0,0,0,0,0,77
flat,ansal maple heights,sector 43,1.5,10830.324909747293,3.0,3.0,3+,7.0,Old Property,1385.0,0,0,1,0,0,2,174
house,international city by sobha phase 1,sector 109,6.3,9000.0,4.0,5.0,3+,2.0,Relatively New,7000.0,0,0,0,0,0,2,122
flat,signature global synera,sector 81,0.49,7000.0,2.0,2.0,3,5.0,Relatively New,700.0,0,0,0,0,0,0,117
flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.116959064328,2.0,2.0,3,14.0,Relatively New,1368.0,0,0,0,0,0,0,0
house,independent,sector 56,7.25,29340.348037231888,8.0,8.0,3+,0.0,Moderately Old,2471.0,0,0,0,0,0,2,24
flat,dlf new town heights,sector 90,1.54,7000.0,4.0,4.0,3+,12.0,Moderately Old,2200.0,0,1,0,1,0,2,111
flat,dlf the icon,sector 43,5.25,20428.015564202335,4.0,4.0,3,9.0,Old Property,2570.0,0,1,0,1,1,0,135
house,unitech uniworld resorts,sector 33,11.5,24572.649572649574,5.0,6.0,3+,4.0,Relatively New,4680.0,0,1,0,0,0,0,84
flat,vatika gurgaon,sector 83,1.4,8917.197452229299,3.0,3.0,2,7.0,Relatively New,1570.0,0,0,0,0,0,2,74
flat,bestech park view grand spa,sector 81,2.4,9970.91815538014,3.0,4.0,3+,8.0,New Property,2407.0,1,1,0,0,0,2,167
flat,ambience creacions,sector 22,4.63,16559.37052932761,3.0,5.0,3+,5.0,New Property,2796.0,0,1,0,0,1,0,120
flat,sbtl caladium,sector 109,1.3,7642.5631981187535,3.0,2.0,3,16.0,Moderately Old,1701.0,0,0,0,0,0,0,134
flat,smart world gems,sector 89,1.13,7671.4188730482,3.0,3.0,2,4.0,Under Construction,1473.0,1,0,0,0,0,0,115
flat,breez global hill view,sohna road,0.32,3200.0,2.0,2.0,1,17.0,New Property,1000.0,0,0,0,0,0,0,49
house,independent,sector 4,0.85,7522.123893805309,3.0,3.0,0,1.0,Moderately Old,1130.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.15,9696.4586846543,3.0,4.0,3+,12.0,Relatively New,1186.0,1,1,0,0,0,2,174
flat,dlf the ultima,sector 81,2.26,11894.736842105262,3.0,4.0,3+,17.0,New Property,1900.0,0,1,0,0,0,1,174
flat,ramsons kshitij,sector 95,0.32,5683.836589698046,2.0,2.0,1,8.0,Relatively New,563.0,0,0,0,0,1,1,28
flat,umang monsoon breeze,sector 78,0.62,5560.538116591928,2.0,2.0,1,7.0,Moderately Old,1115.0,0,0,1,0,0,0,111
house,not applicable,sector 4,0.51,127500.0,4.0,4.0,3,4.0,New Property,40.0,0,0,0,0,0,0,0
flat,rof ananda,sector 95,0.32,5245.901639344263,2.0,2.0,1,10.0,Relatively New,610.0,0,0,0,1,0,2,50
flat,sobha city,sector 108,3.35,13267.326732673268,3.0,4.0,2,19.0,New Property,2525.0,0,0,0,0,0,0,102
flat,trisara our homes 3,sohna road,0.34,4864.09155937053,2.0,2.0,1,0.0,New Property,699.0,0,0,0,0,0,0,0
flat,conscient elevate,sector 59,4.02,15764.705882352939,3.0,3.0,1,3.0,Under Construction,2550.0,0,0,0,0,0,0,31
house,independent,sector 15,1.8,90000.0,4.0,3.0,1,1.0,Old Property,200.0,0,0,0,0,0,0,16
house,international city by sobha phase 2,sector 109,6.8,12592.592592592593,4.0,5.0,3,2.0,Relatively New,5400.0,0,1,0,0,0,0,49
house,independent,sector 47,5.25,11290.322580645161,9.0,9.0,3+,4.0,Relatively New,4650.0,0,1,0,0,0,2,142
flat,signature global park,sohna road,0.55,6024.096385542169,2.0,2.0,3,3.0,Relatively New,913.0,0,0,0,0,0,0,58
flat,godrej,sector 79,2.5,11140.819964349375,3.0,3.0,3+,5.0,Relatively New,2244.0,0,0,0,0,0,0,0
flat,pareena laxmi apartments,sector 99a,0.32,6374.501992031873,2.0,2.0,2,11.0,New Property,502.0,0,0,0,0,0,0,66
flat,aipl zen residences,sector 70a,1.4,11093.50237717908,2.0,2.0,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.7,11523.687580025608,3.0,3.0,3,15.0,Relatively New,2343.0,0,1,0,0,0,2,49
flat,gls arawali homes,sohna road,0.27,4218.75,2.0,2.0,2,1.0,New Property,640.0,0,0,0,0,0,0,35
flat,the close north,sector 50,2.5,13199.577613516367,3.0,3.0,3,11.0,Relatively New,1894.0,0,0,0,1,0,2,127
flat,dlf park place,sector 54,5.75,24688.707599828253,3.0,4.0,3,12.0,Relatively New,2329.0,0,1,0,0,0,1,174
house,dlf the grove,sector 54,5.7,211111.11111111112,4.0,4.0,0,1.0,Relatively New,270.0,0,0,0,0,0,0,46
flat,vatika sovereign next sector-82 a gurgaon,sector 82a,2.91,7457.713992824193,4.0,4.0,3,6.0,Under Construction,3902.0,1,1,1,0,0,2,79
